05,FONTE,TÍTULO,CATEGORIA,MUNICÍPIO,BAIRRO,REGIÃO - ZONA,LINK,OPERADOR,Coluna 1,Coluna 2
10/06/2025,VIU,Tiroteio intenso no Morro do Andaraí e no Morro da Cruz. Evite estas áreas,Tiroteio,Rio de Janeiro,Andaraí,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
10/06/2025,VIU,"Disparos relatados na Comunidade Para Paz, próximo a Estr. do Colégio. Evite a região",Tiroteio,Rio de Janeiro,Colégio,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
10/06/2025,VIU,Disparos efetuados nas imediações do Morro Jorge Turco em Coelho Neto. Evite a região,Tiroteio,Rio de Janeiro,Coelho Neto,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
10/06/2025,VIU,"Veículo em chamas ocupa via na Avenida Brasil, sentido Zona Oeste. Trânsito com retenções ",Incêndios Acidentais e causados,Rio de Janeiro,Bangu,Zona oeste,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
10/06/2025,OTT,"Operação policial em andamento no Complexo de Israel, pista na Avenida Brasil fechada em ambos sentidos. Intenso tiroteio reportado. Evite a região",Operações policiais,Rio de Janeiro,Vigário Geral,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
10/06/2025,VIU,"A Avenida Brasil está interditada entre a Cidade Alta e Vigário Geral, sentido Centro, devido à ocorrência policial. Evite a região completamente a região",Operações policiais,Rio de Janeiro,Brás de Pina,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
11/06/2025,OTT,"Um intenso tiroteio na região do Danon, em Nova Iguaçu. Evite a região.	",Tiroteio,Rio de Janeiro,Danon,Baixada Fluminense,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Jonathan,,
11/06/2025,OTT,	Relatos de disparos feitos na região de Vargem Grande. Cuidado ao transitar pela região.,Tiroteio,Rio de Janeiro,Vargem Grande,Zona oeste,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Jonathan,,
11/06/2025,OTT,"Muitos disparos ouvidos em São Cristovão, próximo ao Largo do Cancela. Atenção redobrada.	",Tiroteio,Rio de Janeiro,São Cristóvão,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Jonathan,,
11/06/2025,OTT,"Disparos feitos na Comunidade do Curral, em Magalhães Bastos. Evite a região.",Tiroteio,Rio de Janeiro,Magalhães Bastos,Zona oeste,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Jonathan,,
11/06/2025,OTT,Disparos ouvidos na região de Grajaú. Evite a região.,Tiroteio,Rio de Janeiro,Grajaú,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Jonathan,,
11/06/2025,OTT,"Relatos indicam um tiroteio intenso na Comunidade Danon, em Nova Iguaçu",Tiroteio,Nova Iguaçu,Danon,Baixada Fluminense,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Josniel,,
11/06/2025,VIU,"Operação policial contra esquema de tráfico de drogas e armas que abastecia o Complexo da Viradouro, em Niterói. ",Operações policiais,Niterói,Viradouro,Niterói,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Josniel,,
11/06/2025,OTT,"Tiroteio reportado na Rua Capitão Menezes, no bairro Praça Seca. ",Tiroteio,Rio de Janeiro,Praça Seca,Zona oeste,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Josniel,,
11/06/2025,VIU,"Tiros ouvidos em São Gonçalo, no Barro Vermelho, altura da rua de Feira",Tiroteio,São Gonçalo,Barro Vermelho,Região Metropolitana do Rio de Janeiro,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Josniel,,
11/06/2025,OTT,"Tiros na Rua da Feira, em Santa Catarina, São Gonçalo.",Operações policiais,São Gonçalo,Santa Catarina,Região Metropolitana do Rio de Janeiro,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Josniel,,
11/06/2025,VIU,Tiros na localidade como Cesarão. ,Tiroteio,Rio de Janeiro,Santa Cruz,Zona oeste,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Josniel,,
11/06/2025,OTT,"Tiros relatados na região da Rua Teixeira e Sousa, Vigário Geral.",Tiroteio,Rio de Janeiro,Vigário Geral,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Josniel,,
11/06/2025,VIU,"Tiros no Morro do Santo Amaro, Catete",Tiroteio,Rio de Janeiro,Catete,Zona Sul,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Josniel,,
11/06/2025,OTT,Tiros na localidade conhecida como Morro do Fubá. ,Tiroteio,Rio de Janeiro,Campinho,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Josniel,,
11/06/2025,COR X,"Terá esquema especial de trânsito para o embarque do time do Flamengo. A partir das 18h, bloqueios acontecem em frente ao centro de treinamento do clube e no terminal do BRT no Fundão. ",Interdições programadas,Rio de Janeiro,Vargem Grande,Zona oeste,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Josniel,,
11/06/2025,VIU,"Disparos reportados nas imediações da R. Souza Franco, em Vila Isabel. Evite a região",Tiroteio,Rio de Janeiro,Vila Isabel,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
11/06/2025,VIU,Intenso tiroteio reportado nas imediações do Morro do Campinho. Evite a região,Tiroteio,Rio de Janeiro,Cascadura,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
11/06/2025,VIU,"Múltiplos disparos nas proximidades da Comunidade da Baixa do Sapateiro, no Complexo da Maré. Evite a regão",Tiroteio,Rio de Janeiro,Maré,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
11/06/2025,VIU,"Acidente na Av. das Américas ocupa faixa no Túnel Vice-Presidente José de Alencar, no Recreio dos Bandeirantes. Trecho com retenções, opte por outra rotas",Acidente de Trânsito,Rio de Janeiro,Recreio dos Bandeirantes,Zona oeste,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
11/06/2025,VIU,"Disparos relatados nas proximidades da Comunidade da Favelinha, em Duque de Caxias. Evite a região",Tiroteio,Duque de Caxias,Vila Leopoldina,Baixada Fluminense,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
11/06/2025,VIU,"Disparos relatados nas imediações da Estr. de Botafogo, na Pavuna. Evite a região",Tiroteio,Rio de Janeiro,Pavuna,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
11/06/2025,VIU,"Disparos informados nas imediações da Comunidade do Beco 11, na Rocinha. Evite a região",Tiroteio,Rio de Janeiro,Rocinha,Zona Sul,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
11/06/2025,COR X,"O Túnel Rio 450 está interditado para manutenção. Opção: Avenida Presidente Vargas, Rua Bento Ribeiro, Túnel João Ricardo e Rua Rivadávia Corrêa",Interdições programadas,Rio de Janeiro,Centro,Centro,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
11/06/2025,VIU,"Disparos relatados por moradores nas imediações da R. Barão de Mesquita, no Andaraí. Evite a região",Tiroteio,Rio de Janeiro,Andaraí,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
11/06/2025,VIU,"Disparos relatados nas proximidades da R. Aiera, em Vila Kosmos. Atenção na região, se for possível evite a região",Tiroteio,Rio de Janeiro,Vila Kosmos,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
11/06/2025,VIU,"Moradores relatam disparos nas imediações do Morro da Boiúna, na Taquara. Evite a região",Tiroteio,Rio de Janeiro,Taquara,Zona oeste,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
12/06/2025,VIU,"Muitos disparos nas proximidades do Morro do Juramento, em Vicente de Carvalho. Evite a região",Tiroteio,Rio de Janeiro,Vicente de Carvalho,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
12/06/2025,VIU,"Disparos relatados nas imediações do Morro do Urubu, em Piedade. Evite a região",Tiroteio,Rio de Janeiro,Piedade,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
12/06/2025,OTT,Um acidente causa retenções sentido Shopping Center Norte. Evite esta região se possível.,Acidente de Trânsito,São Paulo,Vila Ribeiro de Barros,Zona Sul de São Paulo,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Heitor,,
12/06/2025,OTT,"Colisão entre veículos na Av. 23 de Maio, próximo ao Viaduto Tutóia. Equipes de resgate no local. Trânsito lento.",Acidente de Trânsito,São Paulo,Bela Vista,Zona Sul de São Paulo,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Heitor,,
12/06/2025,OTT,"Há um acidente na Vila Mariana, na Avenida Dr. Ricardo Jafet, Bombeiros já estão a caminho, evite essa rota.",Acidente de Trânsito,São Paulo,Vila Mariana,Centro,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Heitor,,
12/06/2025,APP VIU,"Disparos foram registrados na comunidade João 23, localizada em Santa Cruz. Recomendamos que evite a área até que a situação seja regularizada.",Tiroteio,Rio de Janeiro,Santa Cruz,ZONA OESTE,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Heitor,,
12/06/2025,APP VIU,"Disparos foram relatados nas imediações da Estr. da Boiúna, na Taquara. Se possível, evite esta localidade.",Tiroteio,Rio de Janeiro,Taquara,ZONA OESTE,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Heitor,,
12/06/2025,X,O Túnel Rebouças no sentido Centro será fechado para o serviço de manutenção. O sentido Lagoa vai operar com uma faixa reversível. Entre às 23h30 até 05h de quarta-feira (26/02).,Interdições programadas,Rio de Janeiro,Rio Comprido,Centro,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Heitor,,
12/06/2025,APP VIU,"Conforme relatos recentes, há registros de arrastão na Avenida Brasil, altura de Coelho Neto, sentido Zona Oeste. Recomenda-se evitar a região até que a situação seja regularizada.",Roubo a Transeunte,Rio de Janeiro,Coelho Neto,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Heitor,,
12/06/2025,APP VIU,"Moradores relatam disparos as imediações da Rua Barão, Praça Seca. Evite a região.",Tiroteio,Rio de Janeiro,Praça Seca,ZONA OESTE,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Heitor,,
12/06/2025,APP OTT,Moradores relatam disparos as imediações do Morro do Juramento. Evite a região,Tiroteio,Rio de Janeiro,Madureira,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Heitor,,
12/06/2025,X,Tiros nas imediações do Posto 4. Evite os arredores desta área.,Tiroteio,Rio de Janeiro,Copacabana,Zona Sul,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Heitor,,
12/06/2025,APP VIU,"Tiros relatados em Nova Iguaçu na Rua Lauriceia, 103 - Comendador Soares, Nova Iguaçu - Recomendado evitar a Via Light",Tiroteio,Nova Iguaçu,Comendador Soares,Baixada Fluminense,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Heitor,,
12/06/2025,APP VIU,"Incêndio na Avenida Brasil sentido Centro, evite a Via",Incêndios Acidentais e causados,Rio de Janeiro,,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Heitor,,
12/06/2025,X,"Sentido São Conrado está fechado para a manutenção do túnel, rota alternativa: Avenida Niemeyer",Interdição por ocorrência,Rio de Janeiro,Rocinha,Zona Sul,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Heitor,,
12/06/2025,X,Túnel Antônio Rebouças fechado para manutenção,Interdições programadas,Rio de Janeiro,Lagoa,Zona Sul,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Heitor,,
12/06/2025,app viU,"Tiros na Rua Catiri, Bangu, evite a Av. Brasil",Tiroteio,Rio de Janeiro,Bangu,ZONA OESTE,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Heitor,,
13/06/2025,OTT,"Um intenso tiroteio está ocorrendo na região do Danon, em Nova Iguaçu. Evite a localidade.	",Tiroteio,Rio de Janeiro,Danon,Baixada Fluminense,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Jonathan,,
13/06/2025,OTT,Disparos ocorreram nas imediações do bairro Costa Barros. Redobre a atenção.	,Tiroteio,Rio de Janeiro,Costa Barros,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Jonathan,,
13/06/2025,APP VIU,"Disparos ocorreram na comunidade do Morro dos Macacos, em Vila Isabel. Redobre a atenção.",Tiroteio,Rio de Janeiro,Vila Isabel,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Jonathan,,
13/06/2025,COR X,"Um carro enguiçado interdita uma faixa da pista central da Avenida Brasil, no sentido Zona Oeste, na altura de Manguinhos. CET-Rio no local.	",Tiroteio,Rio de Janeiro,Manguinhos,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Jonathan,,
13/06/2025,OTT,"Relatos sobre muitos tiros ouvidos nas imediações da Comunidade Dois Irmãos, em Curicica. Cuidado na região.	",Tiroteio,Rio de Janeiro,Curicica,Zona oeste,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Jonathan,,
13/06/2025,COR X,"O Túnel Noel Rosa, entre Vila Isabel e Sampaio, passa por interdições parciais para obra em rede de telefonia. Os bloqueios ocorrem alternadamente, nos dois sentidos, até o dia 22 de agosto.",Interdições programadas,Rio de Janeiro,Vila Isabel,Zona Norte,https://cor.rio/obras-de-recomposicao-de-calha-interditam-parcialmente-a-rua-candido-benicio-no-campinho-ate-agosto/,Jonathan,,
13/06/2025,OTT,"Disparos relatados na região de Santa Marta, na Taquara. Evite a localidade.        ",Tiroteio,Rio de Janeiro,Taquara,Zona oeste,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Jonathan,,
13/06/2025,OTT,"Tiroteio intenso na comunidade do Morro do Fubá, em Cascadura. Evite a localidade.	",Tiroteio,Rio de Janeiro,Cascadura,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Jonathan,,
13/06/2025,OTT,Relatos de tiros nas imediações da Rua Tangará em Bonsucesso. Atenção na região.,Tiroteio,Rio de Janeiro,Bonsucesso,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Jonathan,,
13/06/2025,OTT,Informes relatam uma operação da polícia militar nos arredores de Itaboraí.,Operações policiais,Itaboraí,,Região Metropolitana do Rio de Janeiro,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Josniel,,
13/06/2025,VIU,"Moradores relatam disparos nas imediações da R. Barreiros, em Ramos",Tiroteio,Rio de Janeiro,Ramos,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Josniel,,
13/06/2025,OTT,"Um tiroteio foi reportado na Comunidade Nova Holanda, no Complexo da Maré. Cuidado na região.	",Tiroteio,Rio de Janeiro,Maré,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Josniel,,
13/06/2025,COR X,"A rua Haddock Lobo está interditada, na altura da rua Aristídes Lôbo, devido a um incêndio em carro",Interdição por ocorrência,Rio de Janeiro,Estácio,Centro,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Josniel,,
13/06/2025,OTT,"Disparos ouvidos no Morro do Borel, Tijuca. ",Tiroteio,Rio de Janeiro,Tijuca,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Josniel,,
13/06/2025,VIU,"Disparos efetuados nas proximidades da Av. Mal. Rondon, altura do Morro São João, em Sampaio",Tiroteio,Rio de Janeiro,Sampaio,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Josniel,,
13/06/2025,OTT,Tiros podem ser ouvidos nas imediações do bairro São Bento. ,Tiroteio,Duque de Caxias,São Bento,Baixada Fluminense,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Josniel,,
13/06/2025,CET SP,"Haverá interdições na região do Palácio das Convenções - Distrito Anhembi, zona norte, de quarta (11) a sábado (14), das 10h00 às 20h00, para o evento “Bio Brazil Fair Biofach & NaturalTech”.",Interdições programadas,São Paulo,Anhembi,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Josniel,,
13/06/2025,OTT,"Tiroteio intenso na comunidade do Morro do Fubá, em Cascadura. Evite a localidade.	",Tiroteio,Rio de Janeiro,Cascadura,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Josniel,,
13/06/2025,VIU,"Disparos relatados nas imediações da Comunidade Buraco do Boi, em Nova Iguaçu. Evite a região",Tiroteio,Nova Iguaçu,Ambaí,Baixada Fluminense,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Josniel,,
13/06/2025,OTT,"Relatos indicam um tiroteio intenso na Comunidade Danon, em Nova Iguaçu",Tiroteio,Nova Iguaçu,Danon,Baixada Fluminense,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Josniel,,
13/06/2025,Google,"Acidente ocupa uma faixa da Pista Central da Marginal Tietê, sentido Vila Mariana, trânsito lento no trecho",Acidente de Trânsito,São Paulo,Limão,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Josniel,,
13/06/2025,OTT,"Tiros na Vila do João, no Complexo da Maré",Tiroteio,Rio de Janeiro,Maré,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Josniel,,
13/06/2025,VIU,"Tiroteio na Comunidade do Campinho, atenção redobrada ao se locomover na região.",Tiroteio,Rio de Janeiro,Campinho,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Josniel,,
13/06/2025,VIU,"Relatos indicam um arrastão em andamento na Avenida Marechal Rondon, em Sampaio. Evite a região",Arrastão,Rio de Janeiro,Vila Isabel,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
13/06/2025,VIU,Policia atua na região do Morro do Fubá em Cascadura. Evite a região,Tiroteio,Rio de Janeiro,Cascadura,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
13/06/2025,VIU,"Uma faixa da Avenida Marechal Rondon está ocupada, em função de uma ocorrência policial, na altura da Rua São Paulo. Há retenções no trecho, opte por outras rotas",Operações policiais,Rio de Janeiro,Vila Isabel,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
13/06/2025,VIU,"Intenso tiroteio reportado nas imediações do bairro Maria da Graça, próximo da R. Miguel Ângelo. Evite a região",Tiroteio,Rio de Janeiro,Maria da Graca,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
13/06/2025,VIU,"Diversos disparos efetuados próximo de Comendador Soares, em Nova Iguaçu. Evite a região",Tiroteio,Nova Iguaçu,Comendador Soares,Baixada Fluminense,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
13/06/2025,VIU,"Diversos disparos efetuados na Comunidade do Danon, em Nova Iguaçu. Evite a região por segurança",Tiroteio,Rio de Janeiro,Danon,Baixada Fluminense,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
13/06/2025,VIU,Disparos foram relatados nas proximidades da Avenida Ernani Cardoso. Evite a área,Tiroteio,Rio de Janeiro,Cascadura,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
13/06/2025,VIU,"Disparos reportados nas imediações da Comunidade Dois Irmãos, em Curicica. Evite a região",Tiroteio,Rio de Janeiro,Curicica,Zona oeste,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
13/06/2025,VIU,"Múltiplos disparos relatados nas proximidades do Morro do Corte 8, em Duque de Caxias. Evite a região",Tiroteio,Duque de Caxias,Vila Leopoldina,Baixada Fluminense,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
14/06/2025,VIU,"Disparos relatados nas imediações da Avenida do Exército, no Rio Comprido. Evite a área",Tiroteio,Rio de Janeiro,Rio Comprido,Centro,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
14/06/2025,VIU,Moradores relatam diversos disparos nas imediações do Morro do Macaco. Evite a região,Tiroteio,Rio de Janeiro,Vila Isabel,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
14/06/2025,VIU,"Disparos efetuados nas imediações da Av. do Canal, em Santa Cruz. Evite a região",Tiroteio,Rio de Janeiro,Santa Cruz,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
