05,FONTE,TÍTULO,CATEGORIA,MUNICÍPIO,BAIRRO,REGIÃO - ZONA,LINK,OPERADOR,Coluna 1,Coluna 2
17/09/2025,COR X,"As galerias do Túnel Rebouças, sentido Centro, serão fechadas hoje, das 23h30 às 5h de amanhã, para serviços de manutenção. As galerias de sentido oposto funcionarão com uma faixa reversível.	",Interdições programadas,Rio de Janeiro,Maracanã,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Jonathan,,
17/09/2025,OTT,"Muitos disparos e fogos na Comunidade do São Carlos, no Centro do Rio. Evite a localidade.	",Tiroteio,Rio de Janeiro,Rio Comprido,Centro,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Jonathan,,
17/09/2025,OTT,"Um confronto armado foi registrado no Morro do Urubu, em Piedade. Evite a região.	",Tiroteio,Rio de Janeiro,Piedade,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Jonathan,,
17/09/2025,OTT,"Moradores informam diversos disparos no Complexo da Pedreira, em Costa Barros. Evite a região.        ",Tiroteio,Rio de Janeiro,Costa Barros,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Jonathan,,
17/09/2025,VIU,"Disparos ocorreram na Comunidade Dos Irmãos, em Curicica. Cuidado na localidade.	",Tiroteio,Rio de Janeiro,Curicica,Zona oeste,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Jonathan,,
17/09/2025,VIU,"Relatos indicam um tiroteio intenso na Comunidade Terra Nostra, No Complexo da Pedreira, em Costa Barros. Não passe pela região.",Tiroteio,Rio de Janeiro,Costa Barros,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Jonathan,,
17/09/2025,OTT,"Uma operação policial está em andamento nas imediações da Vila Kennedy, em Bangu. Evite a região.	",Operações policiais,Rio de Janeiro,Vila Kennedy,Zona oeste,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Jonathan,,
17/09/2025,PM  X,"Operação policial na Comunidade do Catiri, em Bangu. Evite a região",Operações policiais,Rio de Janeiro,Bangu,Zona oeste,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Josniel,,
17/09/2025,VIU,Presença policial intensa Na Comunidade do Jardim Catariana. Evite a área por segurança.,Operações policiais,São Gonçalo,Jardim Catarina,leste fluminense,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Josniel,,
17/09/2025,VIU,"Operação policial em andamento na comunidade do Chapadão. Muitos tiros já foram escutados por residentes do local, evite essa região.",Operações policiais,Rio de Janeiro,Pavuna,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Josniel,,
17/09/2025,VIU,"Operação policial em andamento na comunidade Dois Irmãos. Muitos tiros já foram escutados por residentes do local, evite essa região",Operações policiais,Rio de Janeiro,Curicica,Zona oeste,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Josniel,,
17/09/2025,Whatsapp,"Disparos reportados em Santa Teresa, nas imediações do Morro dos Prazeres. Atenção na região, evite a área        ",Tiroteio,Rio de Janeiro,Santa Teresa,Centro,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Josniel,,
17/09/2025,VIU,Disparos foram reportados nas imediações de Benfica. Recomenda-se evitar a região.        ,Tiroteio,Rio de Janeiro,Benfica,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Josniel,,
17/09/2025,COR X,"O jogo Botafogo x Mirassol, nesta quarta, está programado para às 19h30, no estádio Nilton Santos, no Engenho de Dentro, Zona Norte. Ás 16h30 começam as interdições. Confira os detalhes:        ",Interdições programadas,Rio de Janeiro,Engenho de Dentro,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Josniel,,
17/09/2025,VIU,"Operação policial no morro do Cavalão, Icaraí, Niterói. Evite a região.        ",Operações policiais,Niterói,Icaraí,Niterói,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Josniel,,
17/09/2025,VIU,"Muitos disparos foram ouvidos nas proximidades da Comunidade Vila Aliança, comunidade em Bangu. Evite a região	",Tiroteio,Rio de Janeiro,Vila Aliança,Zona oeste,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Josniel,,
17/09/2025,VIU,"Relatos e intenso tiroteio nas proximidades da localidade conhecida como Congo, na Comunidade Vila Kennedy, em Bangu. Evite a região        ",Tiroteio,Rio de Janeiro,Vila Kennedy,Zona oeste,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Josniel,,
17/09/2025,VIU,"Tiroteio reportado na região do Complexo do Salgueiro, em São Gonçalo. Evite a região",Tiroteio,São Gonçalo,Salgueiro,leste fluminense,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
17/09/2025,VIU,Disparos foram reportados nas imediações de Anchieta. Evite a região,Tiroteio,Rio de Janeiro,Anchieta,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
17/09/2025,VIU,"Árvore ocupa via na Estrada dos Teixeiras, esquina com a Travessa do Sossego. Opte por outros caminhos",Interdição por ocorrência,Rio de Janeiro,Taquara,Zona oeste,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
17/09/2025,VIU,"Disparos reportados nas proximidades do Morro da Mineira, no Catumbi. Evite a região",Tiroteio,Rio de Janeiro,Catumbi,Centro,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
17/09/2025,VIU,"Três veículos se envolveram em uma batida, na Avenida Ayrton Senna, no Gardênia Azul, ocupando a pista lateral, sentido Orla, próximo ao Espaço Hall. Opte por outras rotas",Tiroteio,Rio de Janeiro,Gardênia Azul,Zona oeste,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
17/09/2025,VIU,Moradores informam disparos nas proximidades do bairro Parque São Nicolau. Evite a área,Tiroteio,São João de Meriti,Parque Sao Nicolau,Baixada Fluminense,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
17/09/2025,VIU,"Moradores reportam disparos nas imediações do Morro do Turano, no Rio Comprido. Evite a região",Tiroteio,Rio de Janeiro,Rio Comprido,Centro,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
17/09/2025,VIU,"Moradores relatam disparos no Morro do Chaves, no Complexo da Pedreira, em Barros Filho. Evite a região",Tiroteio,Rio de Janeiro,Barros Filho,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
17/09/2025,VIU,Disparos ocorreram nas imediações de Guadalupe. Cautela na região,Tiroteio,Rio de Janeiro,Guadalupe,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
17/09/2025,VIU,Muitos disparos foram reportados nas proximidades do bairro Campinho. Evite a região,Tiroteio,Rio de Janeiro,Campinho,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
17/09/2025,VIU,"A Estrada Benvindo de Novaes está fechadas, em função do tombamento de um caminhão. na altura da Fazenda Parque Recreio. Opte por outras rotas",Acidente de Trânsito,Rio de Janeiro,Recreio dos Bandeirantes,Zona oeste,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
18/09/2025,VIU,"Muitos disparos foram reportados nas imediações do Morro do Dendê, em Cacuia. Evite a região",Tiroteio,Ilha do Governador,Cacuia,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Heitor,,
18/09/2025,VIU,Acidente registrado na Avenida Maracanã. Equipes de emergência foram acionadas. O trânsito apresenta lentidão na região.,Acidente de Trânsito,Rio de Janeiro,Maracanã,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Heitor,,
18/09/2025,VIU,"Operação policial sendo realizada na comunidade dos Bancários. Até o momento, não há registros de confrontos. Recomendamos cautela ao se aproximar dessa região.	",Operações policiais,Rio de Janeiro,Ilha do Governador,Ilha do Governador,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Heitor,,
18/09/2025,VIU,Ação policial em andamento na Rua Prefeito Olímpio de Melo. O tráfego na área pode ser afetado. Evite circular pelo local.	,Operações policiais,Rio de Janeiro,São Cristóvão,Ilha do Governador,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Heitor,,
18/09/2025,VIU,Relatos de tiroteio na Rua Prefeito Olímpio de Melo. Disparos foram ouvidos por moradores. Evite circular pela região.	,Tiroteio,Rio de Janeiro,São Cristóvão,Rio de Janeiro,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Heitor,,
18/09/2025,VIU,Colisão entre veículos na Rua Saint Roman. Não há informações confirmadas sobre feridos. Motoristas devem redobrar a atenção.	,Acidente de Trânsito,Rio de Janeiro,Copacabana,Zona Sul,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Heitor,,
18/09/2025,VIU,"Há uma queda de árvore na Praia de Botafogo, perto da Rua Voluntários da Pátria, no sentido Centro.	",Interdição por ocorrência,Rio de Janeiro,Botafogo,Zona Sul,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Heitor,,
18/09/2025,VIU,Acidente envolvendo uma motocicleta na Avenida Vieira Souto. O trânsito está parcialmente bloqueado. Evite a área.	,Acidente de Trânsito,Rio de Janeiro,Ipanema,Zona Sul,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Heitor,,
18/09/2025,VIU,Policiais realizam operação no Faz quem quer. Moradores relatam movimentação intensa de viaturas. Cuidado redobrado na área.,Operações policiais,Rio de Janeiro,Cascadura,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Heitor,,
19/09/2025,COR X,"Trechos de vias como a Avenida Rei Pelé, Avenida Maracanã e rua Professor Eurico Rabelo operam com bloqueios. Agentes da Prefeitura estão no local para orientar os motoristas.	",Interdições programadas,Rio de Janeiro,Maracanã,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Jonathan,,
19/09/2025,OTT,"Intenso confronto armado na Comunidade dos Prazeres, em Santa Teresa. Cuidado ao transitar pela região.",Tiroteio,Rio de Janeiro,Santa Teresa,Zona Sul,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Jonathan,,
19/09/2025,OTT,"Disparos relatados nas proximidades do Morro da Fé, na Vila da Penha. Cuidado na localidade.	",Tiroteio,Rio de Janeiro,Vila da Penha,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Jonathan,,
19/09/2025,OTT,"Moradores informam muitos disparos no Morro do Fubá, em Cascadura. Cuidado na região.	",Tiroteio,Rio de Janeiro,Cascadura,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Jonathan,,
19/09/2025,OTT,"Tiros ouvidos em Engenheiro Leal, nas proximidade da Rua Iguaçu. Atenção na região.	",Tiroteio,Rio de Janeiro,Madureira,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Jonathan,,
19/09/2025,OTT,"Disparos relatados por locais na Rua Urucuia, em Vila Valqueire. Evite a região.	",Tiroteio,Rio de Janeiro,Vila Valqueire,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Jonathan,,
19/09/2025,OTT,"Foram ouvidos tiros na região do Caju, Circule com cautela.",Tiroteio,Rio de Janeiro,Caju,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Jonathan,,
19/09/2025,COR X,"Uma colisão entre carro e moto ocupa duas faixas do sentido Baixada, na altura de Cordovil na Linha Vermelha. Perícia acontece no local. CET-Rio e PM atuam no trecho.	",Interdição por ocorrência,Rio de Janeiro,Cordovil,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Jonathan,,
19/09/2025,COR X,"Incêndio em imóvel interdita a Estrada de Jacarepaguá, próximo a Rua Tirol. ALTERNATIVA: Para o Anil, pode optar pela R Tirol, R Comandante Rubens Silva e R Ituverava.        ",Incêndios Acidentais e causados,Rio de Janeiro,Freguesia,Zona oeste,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Josniel,,
19/09/2025,OTT,"Há operação policial na Penha Circular, Zona Norte. Evite a região.        ",Operações policiais,Rio de Janeiro,Penha Circular,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Josniel,,
19/09/2025,PM X,"Operação policial no Morro da Quitanda, Costa Barros. Evite a Estrada de Botafogo.        ",Operações policiais,Rio de Janeiro,Costa Barros,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Josniel,,
19/09/2025,PM X,"Operação na Comunidade do Âncora, em Rio das Ostras. A ação visa remover barricadas, localizar foragidos da justiça e apreender armas e drogas. Evite a região.        ",Operações policiais,Rio das Ostras,Nova Esperança,Região dos Lagos,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Josniel,,
19/09/2025,VIU,"Moradores informam muitos disparos no Morro do Fubá, em Cascadura. Cuidado na região.        ",Tiroteio,Rio de Janeiro,Cascadura,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Josniel,,
19/09/2025,OTT,"Policiais estão em operação na Comunidade do Gouveia, localizada na Zona Oeste, na manhã desta sexta (19). Evite a região.        ",Operações policiais,Rio de Janeiro,Paciência,Zona oeste,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Josniel,,
19/09/2025,VIU,"Operação policial em andamento na comunidade do Barbante. Muitos tiros já foram escutados por residentes do local, evite essa região.        ",Operações policiais,Ilha do Governador,Galeão,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Josniel,,
19/09/2025,COR X,"Avenida Brasil está parcialmente interditada devido a acidente, na altura da Penha, sentido Zona Oeste. Duas faixas da pista central estão ocupadas. Evite essa rota.        ",Interdição por ocorrência,Rio de Janeiro,Penha,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Josniel,,
19/09/2025,VIU,"Tiroteio no Morro da Fé na Penha Circular, evite a Av. Brás de Pina.        ",Tiroteio,Rio de Janeiro,Penha Circular,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Josniel,,
19/09/2025,OTT,Tiros nas proximidades do Largo do Sapê. Evite a Estrada do Sapê        ,Tiroteio,Rio de Janeiro,Rocha Miranda,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Josniel,,
19/09/2025,VIU,"Relatos e intenso tiroteio nas proximidades da localidade conhecida como Congo, na Comunidade Vila Kennedy, em Bangu. Evite a região        ",Tiroteio,Rio de Janeiro,Vila Kennedy,Zona oeste,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Josniel,,
19/09/2025,OTT,Tiros na localidade conhecida como Mandela. Evite a Rua Leopoldo Bulhões nesta região.        ,Tiroteio,Rio de Janeiro,Manguinhos,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Josniel,,
19/09/2025,VIU,Disparos reportados nas imediações do bairro do Gardênia Azul. Evite a região        ,Tiroteio,Rio de Janeiro,Gardênia Azul,Zona oeste,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Josniel,,
19/09/2025,OTT,"Tiros no Tijolinho, na Cidade de Deus. Atenção à Rua Edgard Werneck e Linha Amarela nesta região.        ",Tiroteio,Rio de Janeiro,Cidade de Deus,Zona oeste,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Josniel,,
19/09/2025,VIU,Tiros na Rua Japurá. Evite a Rua Cândido Benício nesta região        ,Tiroteio,Rio de Janeiro,Praça Seca,Zona oeste,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Josniel,,
19/09/2025,VIU,"A Avenida Amaro Cavalcanti está parcialmente interditada, na altura do Hospital Pasteur, no sentido rua Medina.Trânsito lento nos dois sentidos. Evite a região",Acidente de Trânsito,Rio de Janeiro,Engenho de Dentro,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
19/09/2025,VIU,"Disparos realizados nas imediações da Rua Dias da Cruz, no Méier. Evite a região",Tiroteio,Rio de Janeiro,Méier,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
19/09/2025,VIU,Muitos disparos foram efetuados nas imediações do bairro Salgueiro. O trânsito é lento e risco elevado. Evite transitar na área até que a situação seja normalizada.,Tiroteio,São Gonçalo,Salgueiro,Leste Fluminense,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
19/09/2025,VIU,"Moradores reportam intenso tiroteio na região da Comunidade Camarista Méier, no Engenho de Dentro. Evite a área",Tiroteio,Rio de Janeiro,Engenho de Dentro,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
19/09/2025,VIU,"Disparos registrados na Comunidade Conjunto Ipase, em Vila Kosmos. Evite a região",Tiroteio,Rio de Janeiro,Vila Kosmos,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
19/09/2025,VIU,"Moradores realizam uma manifestação e fecham a Rua Heitor Rodrigues, no Portão do Rosa, São Gonçalo. Evite completamente a região",Tiroteio,São Gonçalo,Portão do Rosa,Leste Fluminense,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
19/09/2025,VIU,"Disparos podem ser ouvidos na imediação da Rua, Praça Bacuri. Sugere-se evitar essa região, cautela ao transitar pelas proximidades, caso seja inevitável.",Tiroteio,Rio de Janeiro,Cascadura,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
20/09/2025,VIU,"Disparos foram ouvidos na Comunidade do Barbante, em Inhoaíba. Evite a área",Tiroteio,Ilha do Governador,Inhoaíba,Zona oeste,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
20/09/2025,VIU,"Moradores relaram disparos na Comunidade Vila Joaniza, no Galeão. Evite a região",Tiroteio,Ilha do Governador,Galeão,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
20/09/2025,VIU,"Disparos registrados na Comunidade Boogie Woogie, em Pitangueiras. Evite região",Tiroteio,Ilha do Governador,Pitangueiras,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
20/09/2025,VIU,"Disparos foram ouvidos nas proximidades do Morro do Juramento, em Vicente de Carvalho. Evite a localidade",Tiroteio,Rio de Janeiro,Vicente de Carvalho,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
20/09/2025,VIU,"Disparos reportados nas proximidades da Rua Cajuru, Campinho. Evite a região",Tiroteio,Rio de Janeiro,Campinho,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
20/09/2025,VIU,"Diversos disparos foram reportados nas imediações da Comunidade Terra Nostra, em Costa Barros. Evite a região",Tiroteio,Rio de Janeiro,Costa Barros,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
20/09/2025,VIU,"Diversos disparos foram relatados nas proximidades do Morro da Lagartixa, Complexo da Pedreira, em Costa Barros. Evite a região",Tiroteio,Rio de Janeiro,Costa Barros,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Letícia,,
20/09/2025,VIU,"Houve um acidente na Rua Voluntários da Pátria, atente-se a esse local, e evite-o.",Acidente de Trânsito,Rio de Janeiro,Botafogo,Zona Sul,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Heitor,,
20/09/2025,VIU,Engavetamento provoca lentidão na Avenida Brasil. Evite deslocamento pela área.,Acidente de Trânsito,Campo Grande,Campo Grande,Baixada Fluminense,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Heitor,,
20/09/2025,VIU,Acidente de trânsito registrado na Avenida Atlântica. Evite a via.,Acidente de Trânsito,Rio de Janeiro,Copacabana,Zona Sul,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Heitor,,
20/09/2025,VIU,Troca de tiros registrada durante ação policial no Morro da Lagartixa.,Tiroteio,Rio de Janeiro,Costa Barros,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Heitor,,
20/09/2025,VIU,Operação policial em andamento na Favela do Camarista. Evite circular pela região.,Operações policiais,Rio de Janeiro,Engenho de Dentro,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Heitor,,
20/09/2025,VIU,Colisão entre veículos causa congestionamento na Linha Vermelha. Atenção redobrada.,Tiroteio,Rio de Janeiro,Cordovil,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Heitor,,
20/09/2025,VIU,Relatos de tiros em São João de Meriti. Procurem abrigo seguro imediatamente.	,Tiroteio,São João de Meriti,Taquara,Baixada Fluminense,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Heitor,,
20/09/2025,VIU,Disparos de arma de fogo registrados no Morro do Chaves. Evitem circular pela área.,Tiroteio,Rio de Janeiro,Costa Barros,Zona Norte,https://docs.google.com/spreadsheets/d/1zeyKBgXqWyR_VMIHxIAM_lNHc41uSLicgVlhPhc70Os/edit?usp=drive_link,Heitor,,
